feature,importance
left_rel_x_1,0.001497639779136532
left_rel_x_10,0.0014551735785086656
left_rel_y_9,0.0014254955623720772
left_rel_x_9,0.0014035757654466388
left_pair_14_19,0.0013876309085620448
left_pair_4_5,0.0013392960778560478
left_pair_0_14,0.0012887838367630388
left_pair_10_16,0.0012544907286431122
left_rel_x_15,0.0012438460792607356
left_pair_3_9,0.0011890983148955799
left_pair_9_20,0.0011651565614484319
left_pair_14_20,0.001161579881801313
left_pair_0_18,0.0011448169336427758
left_pair_3_6,0.0011062085675731248
left_pair_10_20,0.0011021735003550316
left_pair_2_13,0.001101927435269894
left_pair_7_9,0.0010933493859951993
left_pair_2_3,0.0010718135757927353
left_rel_x_13,0.001009440082355358
left_pair_6_20,0.0009090508766503254
left_pair_5_19,0.0008853940552952649
left_pair_13_19,0.0008695778182297789
left_rel_x_18,0.0008687680241908593
left_pair_3_7,0.0008366609819929324
left_pair_10_18,0.000822201107623554
left_pair_7_13,0.0008156138005133846
left_pair_10_19,0.0008149671830622247
left_pair_10_15,0.0008116289707086833
left_pair_7_8,0.0007863188516900868
left_pair_6_12,0.0007119667884742582
left_pair_14_18,0.0007029116391615854
left_pair_9_19,0.0007001830356282089
left_pair_2_6,0.0006898185495829406
left_pair_1_18,0.0006848959370747172
left_rel_x_17,0.0006770323311410091
left_pair_2_14,0.0006192071319213571
left_pair_5_6,0.0006080917865006281
left_pair_0_6,0.0005821165374717077
left_pair_9_10,0.0005805578120335653
left_pair_6_11,0.0005644775365251972
left_pair_10_12,0.0005217186244993288
left_pair_5_10,0.0005203553072024461
left_pair_2_10,0.000518655689496611
left_pair_5_14,0.0004916377382461959
left_pair_1_14,0.0004837193356572385
left_pair_6_17,0.0004668155512615539
left_pair_1_10,0.00044616401964073243
left_pair_6_9,0.00043581680398139763
left_rel_x_14,0.00041593908387128534
left_pair_9_14,0.0003900302167517003
left_pair_1_17,0.00038487378092573536
left_pair_10_17,0.00037915087142162667
left_pair_17_18,0.00036197889305393034
left_pair_6_15,0.00034818588789319087
left_pair_0_10,0.0003401855363954126
left_rel_y_5,0.00030654808786644325
left_pair_13_14,0.00030561526466877346
left_pair_11_12,0.0003006482288608302
left_pair_15_16,0.0002910159538059153
left_pair_0_17,0.00027714432161093325
left_rel_y_6,0.0002665730525343686
left_pair_10_13,0.00025856846817810445
left_pair_0_9,0.00023975930888641488
left_pair_6_14,0.0002373804724514233
left_pair_0_13,0.0002189915338712717
left_pair_1_9,0.00021607439593649094
left_pair_6_13,0.00020319094984974778
left_pair_1_13,0.0001747290066134682
left_pair_14_17,0.0001679794540574177
left_pair_6_10,0.00014791938272636594
left_pair_13_18,0.0001439004348813604
left_pair_1_6,0.00013052566055075777
left_pair_9_18,0.00011100261500334878
right_pair_3_20,6.9941824798189195e-06
right_pair_4_16,5.438938258689629e-06
right_pair_5_10,5.155878371640771e-06
right_rel_x_4,5.083930031405634e-06
right_pair_7_8,4.918596177698253e-06
right_pair_1_9,4.497191812566344e-06
right_pair_10_12,4.461517989545538e-06
right_pair_7_20,4.340960297061824e-06
right_pair_12_16,4.3125212518434186e-06
right_pair_11_15,4.269227634648915e-06
right_pair_11_13,4.1271990318174525e-06
right_pair_3_12,4.122835032403639e-06
right_pair_5_18,4.114111182048427e-06
right_pair_14_15,4.082198914175267e-06
right_pair_1_14,3.992110550315546e-06
right_rel_y_20,3.8105436902989464e-06
right_pair_7_14,3.727641247821088e-06
right_pair_7_18,3.496528478566998e-06
right_rel_y_13,3.364840475971932e-06
right_pair_3_4,3.3562255251306403e-06
right_pair_5_13,3.2992508475738043e-06
right_pair_11_20,3.252032520325237e-06
right_rel_x_6,3.075545109972549e-06
right_pair_16_18,3.038766200521144e-06
right_pair_15_17,3.0172729447733275e-06
right_pair_12_13,2.962586569456265e-06
right_pair_2_4,2.958479848525769e-06
